  1.8  0. -0.08424659
  1.8  0.261799388 -0.0639468
  1.8  0.523598776 -0.0624247
  1.8  0.785398163 -0.0756455
  1.8  1.04719755 -0.08517773
  1.8  1.30899694 -0.08861156
  1.8  1.57079633  0.04133943
  1.8  1.83259571  0.01396542
  1.8  2.0943951  0.0169943
  1.8  2.35619449  0.00212211
  1.8  2.61799388 -0.03188742
  1.8  2.87979327 -0.03188742
  1.8  3.14159265 -0.00018937

  2.  0.  0.07014805
  2.  0.261799388 -0.04663172
  2.  0.523598776 -0.05366972
  2.  0.785398163 -0.06882402
  2.  1.04719755 -0.07905497
  2.  1.30899694 -0.08416624
  2.  1.57079633  0.09405992
  2.  1.83259571  0.01737901
  2.  2.0943951  0.02003912
  2.  2.35619449  0.00618839
  2.  2.61799388 -0.02419017
  2.  2.87979327 -0.03132242
  2.  3.14159265 -0.00021404

  2.1  0.  0.00236523
  2.1  0.261799388 -0.03987469
  2.1  0.523598776 -0.05020621
  2.1  0.785398163 -0.06567977
  2.1  1.04719755 -0.07621491
  2.1  1.30899694 -0.08189949
  2.1  1.57079633  0.1029619
  2.1  1.83259571  0.01797683
  2.1  2.0943951  0.02065924
  2.1  2.35619449  0.00777093
  2.1  2.61799388 -0.02787185
  2.1  2.87979327 -0.03230831
  2.1  3.14159265 -0.00021036

  2.2  0.  0.00548026
  2.2  0.261799388 -0.03473169
  2.2  0.523598776 -0.04724739
  2.2  0.785398163 -0.06280501
  2.2  1.04719755 -0.07371593
  2.2  1.30899694 -0.07991128
  2.2  1.57079633  0.10271388
  2.2  1.83259571  0.01812352
  2.2  2.0943951  0.02122092
  2.2  2.35619449  0.00911114
  2.2  2.61799388 -0.02936108
  2.2  2.87979327 -0.03373351
  2.2  3.14159265  3.024E-05

  2.3  0.  0.00696711
  2.3  0.261799388 -0.03075828
  2.3  0.523598776 -0.04497567
  2.3  0.785398163 -0.06019228
  2.3  1.04719755 -0.07165323
  2.3  1.30899694 -0.07800317
  2.3  1.57079633  0.09518249
  2.3  1.83259571  0.01778925
  2.3  2.0943951  0.02138733
  2.3  2.35619449  0.01022543
  2.3  2.61799388 -0.02964642
  2.3  2.87979327 -0.0355329
  2.3  3.14159265  2.345E-05

  2.4  0.  0.00733788
  2.4  0.261799388 -0.02790344
  2.4  0.523598776 -0.04321685
  2.4  0.785398163 -0.05797456
  2.4  1.04719755 -0.07002211
  2.4  1.30899694 -0.07571913
  2.4  1.57079633  0.08223438
  2.4  1.83259571  0.01682186
  2.4  2.0943951  0.02120139
  2.4  2.35619449  0.01115916
  2.4  2.61799388 -0.02881828
  2.4  2.87979327 -0.03767706
  2.4  3.14159265  1.26E-05

  2.5  0.  0.00683629
  2.5  0.261799388 -0.02618086
  2.5  0.523598776 -0.04193478
  2.5  0.785398163 -0.05598007
  2.5  1.04719755 -0.06882313
  2.5  1.30899694 -0.07223475
  2.5  1.57079633  0.06573617
  2.5  1.83259571  0.01519967
  2.5  2.0943951  0.02067621
  2.5  2.35619449  0.01192839
  2.5  2.61799388 -0.02532887
  2.5  2.87979327 -0.04012181
  2.5  3.14159265 -4.34E-06

  2.6  0.  0.00597304
  2.6  0.261799388 -0.02533156
  2.6  0.523598776 -0.04881559
  2.6  0.785398163 -0.05408326
  2.6  1.04719755 -0.06717214
  2.6  1.30899694 -0.06672564
  2.6  1.57079633  0.0475545
  2.6  1.83259571  0.01257709
  2.6  2.0943951  0.01986102
  2.6  2.35619449  0.01264525
  2.6  2.61799388 -0.01871344
  2.6  2.87979327 -0.04280075
  2.6  3.14159265 -5.517E-05

  2.7  0.  0.00511963
  2.7  0.261799388 -0.02673796
  2.7  0.523598776 -0.04067404
  2.7  0.785398163 -0.05201616
  2.7  1.04719755 -0.06283758
  2.7  1.30899694 -0.05908766
  2.7  1.57079633  0.029556
  2.7  1.83259571  0.00904471
  2.7  2.0943951  0.01875026
  2.7  2.35619449  0.01352669
  2.7  2.61799388 -0.01266726
  2.7  2.87979327 -0.04562066
  2.7  3.14159265 -8.555E-05

  2.8  0.  0.00438332
  2.8  0.261799388 -0.02544845
  2.8  0.523598776 -0.04024697
  2.8  0.785398163 -0.0492257
  2.8  1.04719755 -0.05600045
  2.8  1.30899694 -0.05132399
  2.8  1.57079633  0.01360731
  2.8  1.83259571  0.00469058
  2.8  2.0943951  0.01740154
  2.8  2.35619449  0.01506691
  2.8  2.61799388 -0.00885401
  2.8  2.87979327 -0.04843852
  2.8  3.14159265 -0.0001314

  2.9  0.  0.00359769
  2.9  0.261799388 -0.02578642
  2.9  0.523598776 -0.039433
  2.9  0.785398163 -0.04508597
  2.9  1.04719755 -0.04790528
  2.9  1.30899694 -0.0433408
  2.9  1.57079633  0.00157506
  2.9  1.83259571  0.00134766
  2.9  2.0943951  0.01581326
  2.9  2.35619449  0.01591812
  2.9  2.61799388 -0.00670268
  2.9  2.87979327 -0.05109841
  2.9  3.14159265 -0.00020604

  3.  0.  0.00236325
