  1.8  0. -0.02022277
  1.8  0.261799388 -0.03590896
  1.8  0.523598776 -0.04483764
  1.8  0.785398163 -0.04417
  1.8  1.04719755 -0.03351648
  1.8  1.30899694 -0.00671686
  1.8  1.57079633  0.00491747
  1.8  1.83259571 -0.05074682
  1.8  2.0943951 -0.06395151
  1.8  2.35619449 -0.03665023
  1.8  2.61799388 -0.01786417
  1.8  2.87979327 -0.01786417
  1.8  3.14159265  4.61E-05

  2.  0.  0.02930124
  2.  0.261799388 -0.04666846
  2.  0.523598776 -0.05415543
  2.  0.785398163 -0.0536421
  2.  1.04719755 -0.03954092
  2.  1.30899694 -0.00753996
  2.  1.57079633  0.00467724
  2.  1.83259571 -0.04767959
  2.  2.0943951 -0.04272514
  2.  2.35619449 -0.03988266
  2.  2.61799388 -0.04711967
  2.  2.87979327 -0.01306365
  2.  3.14159265  6.881E-05

  2.1  0. -0.00175183
  2.1  0.261799388 -0.0501403
  2.1  0.523598776 -0.05869301
  2.1  0.785398163 -0.05786318
  2.1  1.04719755 -0.04122726
  2.1  1.30899694 -0.00707753
  2.1  1.57079633  0.00433789
  2.1  1.83259571 -0.04692904
  2.1  2.0943951 -0.03273075
  2.1  2.35619449 -0.0402644
  2.1  2.61799388 -0.04460856
  2.1  2.87979327 -0.01182498
  2.1  3.14159265  5.107E-05

  2.2  0. -0.00023934
  2.2  0.261799388 -0.05329099
  2.2  0.523598776 -0.06311453
  2.2  0.785398163 -0.06137329
  2.2  1.04719755 -0.04185664
  2.2  1.30899694 -0.00613516
  2.2  1.57079633  0.0039169
  2.2  1.83259571 -0.04617417
  2.2  2.0943951 -0.02849712
  2.2  2.35619449 -0.0400808
  2.2  2.61799388 -0.0428794
  2.2  2.87979327 -0.01107549
  2.2  3.14159265  0.00013149

  2.3  0.  0.0007611
  2.3  0.261799388 -0.05626118
  2.3  0.523598776 -0.06708493
  2.3  0.785398163 -0.06372559
  2.3  1.04719755 -0.04143721
  2.3  1.30899694 -0.00556729
  2.3  1.57079633  0.00346269
  2.3  1.83259571 -0.04511441
  2.3  2.0943951 -0.02595431
  2.3  2.35619449 -0.03951459
  2.3  2.61799388 -0.04194938
  2.3  2.87979327 -0.01072761
  2.3  3.14159265  0.00011877

  2.4  0.  0.00128041
  2.4  0.261799388 -0.05883896
  2.4  0.523598776 -0.07023316
  2.4  0.785398163 -0.06485097
  2.4  1.04719755 -0.04007114
  2.4  1.30899694 -0.00533442
  2.4  1.57079633  0.00302364
  2.4  1.83259571 -0.04334305
  2.4  2.0943951 -0.02428285
  2.4  2.35619449 -0.03871528
  2.4  2.61799388 -0.04169819
  2.4  2.87979327 -0.01074538
  2.4  3.14159265  9.158E-05

  2.5  0.  0.001368
  2.5  0.261799388 -0.06051925
  2.5  0.523598776 -0.07206668
  2.5  0.785398163 -0.06439286
  2.5  1.04719755 -0.03795053
  2.5  1.30899694 -0.0049921
  2.5  1.57079633  0.00264814
  2.5  1.83259571 -0.04029898
  2.5  2.0943951 -0.02309796
  2.5  2.35619449 -0.03782954
  2.5  2.61799388 -0.04178167
  2.5  2.87979327 -0.01108002
  2.5  3.14159265  5.481E-05

  2.6  0.  0.00116834
  2.6  0.261799388 -0.0607779
  2.6  0.523598776 -0.06875998
  2.6  0.785398163 -0.06254423
  2.6  1.04719755 -0.03532592
  2.6  1.30899694 -0.00409591
  2.6  1.57079633  0.0023846
  2.6  1.83259571 -0.03546843
  2.6  2.0943951 -0.02221075
  2.6  2.35619449 -0.03679082
  2.6  2.61799388 -0.04155569
  2.6  2.87979327 -0.01163939
  2.6  3.14159265  3.599E-05

  2.7  0.  0.00082976
  2.7  0.261799388 -0.05848616
  2.7  0.523598776 -0.07061603
  2.7  0.785398163 -0.05961427
  2.7  1.04719755 -0.03235047
  2.7  1.30899694 -0.00244711
  2.7  1.57079633  0.00228141
  2.7  1.83259571 -0.02792421
  2.7  2.0943951 -0.02153534
  2.7  2.35619449 -0.03563921
  2.7  2.61799388 -0.04106321
  2.7  2.87979327 -0.01225564
  2.7  3.14159265 -5.901E-05

  2.8  0.  0.00043024
  2.8  0.261799388 -0.05660659
  2.8  0.523598776 -0.06761275
  2.8  0.785398163 -0.05592128
  2.8  1.04719755 -0.02916426
  2.8  1.30899694 -0.00060305
  2.8  1.57079633  0.00238697
  2.8  1.83259571 -0.0169693
  2.8  2.0943951 -0.02080269
  2.8  2.35619449 -0.03452571
  2.8  2.61799388 -0.04013076
  2.8  2.87979327 -0.01255645
  2.8  3.14159265 -0.00014665

  2.9  0. -2.421E-05
  2.9  0.261799388 -0.05289656
  2.9  0.523598776 -0.06359123
  2.9  0.785398163 -0.0517229
  2.9  1.04719755 -0.02589459
